sinif,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
acik,0.6593700647354126,0.9354499578475952,6.374173722178966e-07,0,0.5570045709609985,0.9013662338256836,-0.049056672,0,0.4849473834037781,0.7758775353431702,-0.067366295,0,0.45122861862182617,0.6611977815628052,-0.080152161,0,0.4187285304069519,0.5665143132209778,-0.091859557,0,0.581397295,0.5954128503799438,-0.023290791,0,0.5395345091819763,0.46493053436279297,-0.045105431,0,0.5128614902496338,0.3763129413127899,-0.069120198,0,0.4915234446525574,0.29934588074684143,-0.089123249,0,0.657015324,0.5762999057769775,-0.024505714,0,0.6349194645881653,0.42083674669265747,-0.041136637,0,0.623629093,0.3104582130908966,-0.065732583,0,0.6137628555297852,0.2145289182662964,-0.085362829,0,0.7285135984420776,0.5960074067115784,-0.033169761,0,0.7223594188690186,0.44111570715904236,-0.063135967,0,0.7120895981788635,0.33224621415138245,-0.08980716,0,0.700518012,0.23397132754325867,-0.10831359,0,0.7978554964065552,0.645652175,-0.045473922,0,0.7972795367240906,0.5247755646705627,-0.079324678,0,0.7938495874404907,0.47703287,-0.092041478,0,0.7895146608352661,0.4371555745601654,-0.099230133,0
acik,0.6520164608955383,0.9105829000473022,7.431257813550474e-07,0,0.5425367951393127,0.8837372660636902,-0.041162468,0,0.4713776409626007,0.7601338028907776,-0.054628093,0,0.4350681006908417,0.6459701061248779,-0.063513242,0,0.3941557705402374,0.5599340200424194,-0.072594211,0,0.56063658,0.5916316509246826,-0.025103176,0,0.5223013758659363,0.46765589714050293,-0.046880409,0,0.49501192569732666,0.3800089657306671,-0.069689512,0,0.4685780704021454,0.3056016266345978,-0.089212961,0,0.6369593143463135,0.5633949637413025,-0.029556217,0,0.6036173105239868,0.419700027,-0.053081613,0,0.5808711647987366,0.3127226233482361,-0.084012106,0,0.557309091,0.21446487307548523,-0.106914736,0,0.7126182317733765,0.5757688283920288,-0.038691904,0,0.6967755556106567,0.42222917079925537,-0.077267945,0,0.6805495023727417,0.3148269057273865,-0.108334549,0,0.6637185215950012,0.21655938029289246,-0.128003299,0,0.7909507155418396,0.6206020712852478,-0.04917651,0,0.7900218963623047,0.5028744339942932,-0.08875414,0,0.7968985438346863,0.4463949501514435,-0.102430314,0,0.8037107586860657,0.3940739631652832,-0.109277546,0
acik,0.6768895983695984,0.883446217,1.406060050612723e-06,0,0.5474128127098083,0.9016251564025879,-0.063226618,0,0.4491291046142578,0.8150678873062134,-0.093995139,0,0.390176922,0.6980803608894348,-0.115295768,0,0.3357388973236084,0.6026690006256104,-0.141339228,0,0.487693727,0.6306064128875732,-0.089960396,0,0.4347531795501709,0.4998115301132202,-0.140788451,0,0.39019352197647095,0.40875792503356934,-0.176587731,0,0.35358095169067383,0.3345847725868225,-0.203831509,0,0.556474507,0.5890045166015625,-0.092627399,0,0.5090737342834473,0.4146096706390381,-0.14496766,0,0.46271181106567383,0.2983858287334442,-0.189557895,0,0.4250461161136627,0.20417919754981995,-0.222806275,0,0.6346257925033569,0.59547013,-0.100175157,0,0.6126332879066467,0.42951643466949463,-0.172663331,0,0.5843744277954102,0.32325538992881775,-0.229836717,0,0.5638024210929871,0.23184987902641296,-0.266914427,0,0.7156128287315369,0.6324732899665833,-0.108044028,0,0.7294829487800598,0.5699134469032288,-0.191579357,0,0.7333371639251709,0.5560706257820129,-0.237113446,0,0.7334259748458862,0.5357324481010437,-0.265545666,0
acik,0.645123303,0.8543061017990112,1.219678438246774e-06,0,0.508270264,0.8947494626045227,-0.051195066,0,0.41081321239471436,0.8209555149078369,-0.07747294,0,0.349698931,0.7104202508926392,-0.099026442,0,0.2938615083694458,0.6154183745384216,-0.124210589,0,0.43642282485961914,0.6673741340637207,-0.043665715,0,0.37511444091796875,0.594094455,-0.080869474,0,0.3347686529159546,0.5630972981452942,-0.111464284,0,0.30753788352012634,0.5449451208114624,-0.133259684,0,0.5016601085662842,0.6200646162033081,-0.048012022,0,0.42876937985420227,0.47165119647979736,-0.078746669,0,0.37155503034591675,0.37562867999076843,-0.11701984,0,0.3241899609565735,0.28980788588523865,-0.148136407,0,0.5816075205802917,0.6112023591995239,-0.059186678,0,0.5536863207817078,0.4598735570907593,-0.116013207,0,0.5207366943359375,0.3647599220275879,-0.169486865,0,0.5051792860031128,0.2836902141571045,-0.205337182,0,0.6619528532028198,0.6274809837341309,-0.070975661,0,0.667432427,0.575899601,-0.138245881,0,0.6810905337333679,0.578420877,-0.174878806,0,0.6978514194488525,0.5750698447227478,-0.19834964,0
acik,0.5902910232543945,0.9692217111587524,1.1226491096749669e-06,0,0.4627900719642639,0.933395267,-0.056531545,0,0.3736536204814911,0.8244202136993408,-0.085063592,0,0.3157781958580017,0.7185059785842896,-0.108493581,0,0.26234006881713867,0.6244505047798157,-0.132823318,0,0.4465237259864807,0.6058602929115295,-0.045364749,0,0.3775365650653839,0.48273923993110657,-0.078259945,0,0.32540929317474365,0.4058646559715271,-0.105559357,0,0.2828550636768341,0.34218230843544006,-0.126442254,0,0.5179736614227295,0.566851795,-0.047417127,0,0.475888193,0.3934653699398041,-0.074450672,0,0.44165074825286865,0.2855951189994812,-0.102178313,0,0.40956562757492065,0.19205784797668457,-0.122532092,0,0.5922300219535828,0.5740089416503906,-0.056814808,0,0.5712501406669617,0.3980371356010437,-0.094177231,0,0.5518991351127625,0.292339951,-0.119164795,0,0.5314679145812988,0.2018144726753235,-0.134833038,0,0.664343536,0.6169290542602539,-0.070216365,0,0.6644680500030518,0.4738805890083313,-0.109405465,0,0.6612056493759155,0.3830725848674774,-0.123959817,0,0.6537961959838867,0.30020570755004883,-0.131686702,0
acik,0.5685619711875916,1.0009021759033203,4.1325938582303934e-07,0,0.44655823707580566,0.9507780075073242,-0.049668226,0,0.3539002537727356,0.85010165,-0.076701291,0,0.2859138250350952,0.7491394281387329,-0.101875223,0,0.22651901841163635,0.6537796258926392,-0.125332445,0,0.4328947067260742,0.6236076951026917,-0.014479984,0,0.35298821330070496,0.4960644245147705,-0.052154973,0,0.29314544796943665,0.4240460991859436,-0.089721307,0,0.24377775192260742,0.3562494218349457,-0.117232092,0,0.4980508089065552,0.583705723,-0.019499458,0,0.4478549063205719,0.40807920694351196,-0.046145566,0,0.41055434942245483,0.3009476959705353,-0.076227143,0,0.3783358931541443,0.20928192138671875,-0.098981455,0,0.5684900879859924,0.5860203504562378,-0.034487434,0,0.540169358,0.4169633388519287,-0.063605398,0,0.5180625915527344,0.3105295,-0.085030109,0,0.4954381585121155,0.21756455302238464,-0.099591821,0,0.6422085165977478,0.6179400086402893,-0.055302169,0,0.6382589340209961,0.47789621353149414,-0.079161562,0,0.6325254440307617,0.38698911666870117,-0.087705351,0,0.6234512329101562,0.30366674065589905,-0.093160816,0
acik,0.5629777312278748,0.9678200483322144,5.748942157879355e-07,0,0.44297537207603455,0.9452559947967529,-0.053944975,0,0.3505633473396301,0.8500995635986328,-0.082780913,0,0.2834699749946594,0.7454405426979065,-0.106496766,0,0.22507447004318237,0.6587100625038147,-0.130021349,0,0.42245641350746155,0.6246755719184875,-0.045372915,0,0.3403741419315338,0.4944819211959839,-0.083903052,0,0.28485310077667236,0.420048326,-0.116811015,0,0.23774167895317078,0.3561478853225708,-0.141314656,0,0.4915508031845093,0.5805904269218445,-0.048467476,0,0.4416641294956207,0.40367817878723145,-0.078137241,0,0.4049972891807556,0.29725492000579834,-0.108519271,0,0.3725517988204956,0.20736920833587646,-0.131757349,0,0.5609110593795776,0.5830930471420288,-0.058813423,0,0.5341858863830566,0.41093695163726807,-0.093395345,0,0.5098273158073425,0.3045711815357208,-0.117865197,0,0.48692747950553894,0.2109234631061554,-0.135103777,0,0.6336909532546997,0.6201616525650024,-0.073719792,0,0.6320054531097412,0.48029589653015137,-0.108075805,0,0.6272503137588501,0.3902227282524109,-0.122034565,0,0.6194259524345398,0.3056609034538269,-0.130732819,0
acik,0.5519256591796875,0.9354715943336487,6.97052769282891e-07,0,0.4265689551830292,0.934059739,-0.066033617,0,0.3407104015350342,0.8448445796966553,-0.102458484,0,0.27810367941856384,0.7353419065475464,-0.131017476,0,0.2162502557039261,0.6494117975234985,-0.160164788,0,0.4160284698009491,0.6248131394386292,-0.071988098,0,0.336519718,0.4916263818740845,-0.11572744,0,0.2809906601905823,0.41564446687698364,-0.149934247,0,0.23203884065151215,0.3503658175468445,-0.175598919,0,0.4860643446445465,0.577716053,-0.070877396,0,0.4366874396800995,0.3992425203323364,-0.106106639,0,0.40069958567619324,0.29132765531539917,-0.138690948,0,0.3684200942516327,0.19841673970222473,-0.164364487,0,0.5552504062652588,0.5785388946533203,-0.076917924,0,0.5293859839439392,0.40636521577835083,-0.116146378,0,0.5031599402427673,0.30076363682746887,-0.144619077,0,0.4805999994277954,0.20553991198539734,-0.165917888,0,0.6281991004943848,0.613457978,-0.088054404,0,0.6272470355033875,0.47286197543144226,-0.128727496,0,0.6217235326766968,0.38307565450668335,-0.148795277,0,0.6147870421409607,0.2964338958263397,-0.162525177,0
acik,0.5601112842559814,0.9897837042808533,4.4922268216396333e-07,0,0.44259950518608093,0.9535393118858337,-0.05169468,0,0.3504173755645752,0.8553575873374939,-0.080884032,0,0.282435805,0.753516436,-0.107293814,0,0.21908710896968842,0.6635704040527344,-0.131603062,0,0.42537662386894226,0.6280648112297058,-0.024765763,0,0.3434535264968872,0.49438783526420593,-0.06148909,0,0.28432410955429077,0.4189225435256958,-0.095844798,0,0.2344266176223755,0.34932342171669006,-0.120910503,0,0.49050235748291016,0.5855719447135925,-0.029548494,0,0.43745967745780945,0.40826329588890076,-0.056673713,0,0.3993632197380066,0.29867202043533325,-0.085153878,0,0.36707520484924316,0.20566943287849426,-0.10573972,0,0.5612627863883972,0.5858059525489807,-0.043358982,0,0.5304402709007263,0.4157136380672455,-0.073155724,0,0.5059219002723694,0.3047386407852173,-0.094627373,0,0.4829321503639221,0.208733469,-0.108798586,0,0.6359695196151733,0.6167725920677185,-0.062748864,0,0.6329807639122009,0.4795176386833191,-0.089181043,0,0.6272628307342529,0.38790398836135864,-0.09914951,0,0.6193979978561401,0.3043898642063141,-0.104697555,0
acik,0.5390942096710205,0.7374843955039978,1.0161859336221823e-06,0,0.4526599049568176,0.7761910557746887,-0.09995234,0,0.36349985003471375,0.760474682,-0.171588659,0,0.29212602972984314,0.7235134840011597,-0.224949047,0,0.2208235114812851,0.6567925810813904,-0.281855375,0,0.40940362215042114,0.5992206931114197,-0.207413822,0,0.33613860607147217,0.4795917570590973,-0.28304705,0,0.28215697407722473,0.40980809926986694,-0.32688266,0,0.23329396545886993,0.3466653525829315,-0.358204007,0,0.4740825295448303,0.545617938,-0.192553282,0,0.4273204207420349,0.38866445422172546,-0.276440561,0,0.39733293652534485,0.28133952617645264,-0.326540768,0,0.36862853169441223,0.18542256951332092,-0.362997949,0,0.5372359156608582,0.5304383635520935,-0.178283796,0,0.518568218,0.3874155282974243,-0.255505651,0,0.5031757950782776,0.2780929207801819,-0.298052967,0,0.4900954067707062,0.18567568063735962,-0.325551897,0,0.59299475,0.534471333,-0.166875109,0,0.5863625407218933,0.42809122800827026,-0.232845142,0,0.5820878744125366,0.355287105,-0.26481089,0,0.5765441656112671,0.29526352882385254,-0.286609471,0
