sinif,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
acik,0.22508805990219116,1.044628620147705,7.739539569229237e-07,0,0.3153995871543884,0.962997556,-0.035961021,0,0.376819372,0.8135834336280823,-0.052125107,0,0.41714298725128174,0.697849691,-0.068237461,0,0.4561977982521057,0.6041882634162903,-0.085326977,0,0.29036256670951843,0.6402182579040527,-0.017800812,0,0.32382020354270935,0.5053253173828125,-0.058764163,0,0.36262404918670654,0.43784332275390625,-0.094000697,0,0.403925359,0.3865213990211487,-0.11851763,0,0.23510774970054626,0.641279936,-0.027818119,0,0.2718917429447174,0.48593467473983765,-0.068105876,0,0.3199220299720764,0.41038960218429565,-0.101375908,0,0.373440146,0.35377630591392517,-0.123656124,0,0.17938609421253204,0.6726827621459961,-0.04577373,0,0.21537411212921143,0.516142726,-0.090442397,0,0.26609551906585693,0.433251292,-0.118160136,0,0.3214293420314789,0.3686046302318573,-0.134821326,0,0.11891166865825653,0.7332428097724915,-0.067096472,0,0.13744036853313446,0.6142783164978027,-0.110307239,0,0.1706984043121338,0.5377816557884216,-0.131635785,0,0.2139422446489334,0.46877342462539673,-0.144289136,0
acik,0.2086431384086609,1.0120636224746704,9.563260618961067e-07,0,0.30659323930740356,0.9427162408828735,-0.035471689,0,0.3690335750579834,0.7919179201126099,-0.047143403,0,0.40855374932289124,0.6691495180130005,-0.058969181,0,0.4504234790802002,0.5776877403259277,-0.070341982,0,0.2916554808616638,0.6089722514152527,-0.00214718,0,0.3215496242046356,0.4712669849395752,-0.033473443,0,0.3565424084663391,0.3967217206954956,-0.064495556,0,0.3922552168369293,0.33725854754447937,-0.085960917,0,0.23828212916851044,0.6010034084320068,-0.008117219,0,0.27153539657592773,0.44109225273132324,-0.033154197,0,0.3077554702758789,0.34528252482414246,-0.059778247,0,0.3456538915634155,0.2692520320415497,-0.079457007,0,0.18590423464775085,0.6235399842262268,-0.022711655,0,0.2138957679271698,0.4670135974884033,-0.05031281,0,0.25087451934814453,0.3714156448841095,-0.069898888,0,0.2901988625526428,0.296134353,-0.083305739,0,0.1291622668504715,0.671841025,-0.042000979,0,0.1459568738937378,0.5469784736633301,-0.069082357,0,0.17308717966079712,0.46376749873161316,-0.081141308,0,0.2065117061138153,0.38825124502182007,-0.08869049,0
acik,0.2091597467660904,1.0104528665542603,8.666879125485139e-07,0,0.3024367690086365,0.928408682,-0.035031259,0,0.36314794421195984,0.7810877561569214,-0.047734853,0,0.40710926055908203,0.661618173,-0.061299987,0,0.4503023624420166,0.5657252669334412,-0.074225791,0,0.2838885486125946,0.6037114858627319,5.940761911915615e-05,0,0.3178403675556183,0.4637966752052307,-0.033394359,0,0.3520479202270508,0.3888610899448395,-0.065801241,0,0.3857158124446869,0.3260146677494049,-0.088388488,0,0.23285754024982452,0.5935514569282532,-0.00799278,0,0.26639890670776367,0.4335483908653259,-0.035849389,0,0.3002300262451172,0.3366587162017822,-0.063483521,0,0.33565041422843933,0.25497299432754517,-0.08371748,0,0.18123328685760498,0.6146068572998047,-0.025278475,0,0.20824135839939117,0.45726439356803894,-0.056051459,0,0.2412603497505188,0.35924121737480164,-0.076301523,0,0.2772786021232605,0.2769290506839752,-0.089707963,0,0.126016304,0.6619365215301514,-0.047276352,0,0.14368101954460144,0.5371013283729553,-0.076422006,0,0.16882073879241943,0.45198214054107666,-0.089086987,0,0.19953127205371857,0.3742673099040985,-0.097065732,0
acik,0.19575512409210205,1.0038748979568481,9.036769483827811e-07,0,0.2952849566936493,0.9181821346282959,-0.029585363,0,0.35581913590431213,0.7675861120223999,-0.038457651,0,0.40208494663238525,0.6463921666145325,-0.049673032,0,0.4460928440093994,0.5581198930740356,-0.060466412,0,0.26430845260620117,0.5999375581741333,0.006727377,0,0.29363998770713806,0.4544793963432312,-0.025732765,0,0.3302468955516815,0.37883785367012024,-0.057282142,0,0.3657284379005432,0.32209891080856323,-0.078531571,0,0.2109215408563614,0.5868704915046692,-0.003204585,0,0.23877659440040588,0.4172094464302063,-0.029006658,0,0.2696453332901001,0.31091904640197754,-0.055684857,0,0.30015188455581665,0.22313442826271057,-0.074824847,0,0.15846288204193115,0.605353832,-0.022131333,0,0.17709094285964966,0.4385831356048584,-0.050303984,0,0.20327997207641602,0.33180397748947144,-0.069581851,0,0.2317572981119156,0.2430071234703064,-0.082230389,0,0.10167407989501953,0.651239812,-0.045448668,0,0.11344091594219208,0.5204514265060425,-0.071675867,0,0.13115087151527405,0.42786169052124023,-0.082521118,0,0.15408220887184143,0.34248805046081543,-0.089210317,0
acik,0.19777871668338776,1.0104917287826538,8.196511771529913e-07,0,0.29719609022140503,0.9194048643112183,-0.029836487,0,0.359779418,0.76428169,-0.036987137,0,0.4047594368457794,0.6396281123161316,-0.046170026,0,0.44243931770324707,0.5480559468269348,-0.054997597,0,0.2667771577835083,0.6063548922538757,0.008275396,0,0.2999880611896515,0.46455782651901245,-0.022280108,0,0.33350950479507446,0.38944822549819946,-0.053452525,0,0.3648875951766968,0.3262201249599457,-0.075079992,0,0.21254770457744598,0.5914744138717651,-0.001368085,0,0.2376132756471634,0.41942381858825684,-0.027206257,0,0.2646220922470093,0.31194910407066345,-0.054885801,0,0.2907211482524872,0.22030967473983765,-0.074773483,0,0.15884429216384888,0.6081039309501648,-0.01986593,0,0.1767631620168686,0.4410916566848755,-0.049270127,0,0.2029157280921936,0.33293744921684265,-0.07071279,0,0.22965820133686066,0.24198117852210999,-0.084523246,0,0.10114036500453949,0.6507493257522583,-0.042552274,0,0.11135923862457275,0.5185601711273193,-0.069777973,0,0.12861785292625427,0.42537030577659607,-0.081350461,0,0.1508658230304718,0.3383251130580902,-0.088610865,0
acik,0.20032817125320435,1.0139997005462646,8.428066280430357e-07,0,0.2997778654098511,0.9233418107032776,-0.03126232,0,0.36407309770584106,0.7706431150436401,-0.040577721,0,0.40935006737709045,0.6449037790298462,-0.051626667,0,0.4505702257156372,0.5509601831436157,-0.062543802,0,0.27514490485191345,0.6094812750816345,0.004314837,0,0.31040436029434204,0.46633267402648926,-0.027495489,0,0.3429727554321289,0.3868992030620575,-0.05880763,0,0.3730822801589966,0.319303036,-0.080654807,0,0.21955259144306183,0.5928046107292175,-0.005163514,0,0.2470880150794983,0.4194980263710022,-0.032408405,0,0.2744462490081787,0.3129437267780304,-0.060161129,0,0.30054789781570435,0.22272208333015442,-0.080060154,0,0.16415372490882874,0.6086866855621338,-0.023413273,0,0.1828128695487976,0.4399672746658325,-0.054073539,0,0.2094762772321701,0.33159467577934265,-0.075738668,0,0.23711079359054565,0.24043893814086914,-0.089730859,0,0.10470034182071686,0.6510029435157776,-0.045827754,0,0.11535391211509705,0.5172533392906189,-0.074253701,0,0.1334533989429474,0.42302682995796204,-0.08662688,0,0.1571269929409027,0.33458977937698364,-0.094459921,0
acik,0.19405490159988403,1.0155054330825806,8.867963856573624e-07,0,0.29830849170684814,0.9265949130058289,-0.034576502,0,0.3661363124847412,0.7728555202484131,-0.043699451,0,0.413923979,0.6452125310897827,-0.053898018,0,0.4553815722465515,0.5495784878730774,-0.063658208,0,0.273775578,0.6086151003837585,0.003322675,0,0.31205442547798157,0.4620611369609833,-0.028608408,0,0.3445989787578583,0.3776431381702423,-0.059650458,0,0.3746899962425232,0.3083187937736511,-0.081169836,0,0.21604710817337036,0.5913355350494385,-0.004370138,0,0.24167487025260925,0.4150773286819458,-0.032276161,0,0.2683970630168915,0.3052746653556824,-0.060279515,0,0.29463809728622437,0.21438616514205933,-0.080011092,0,0.15907736122608185,0.6086769104003906,-0.021236416,0,0.17558863759040833,0.4377235770225525,-0.053051766,0,0.2002580165863037,0.3270547091960907,-0.075065643,0,0.2262205332517624,0.23460111021995544,-0.088896483,0,0.098870292,0.653693438,-0.042501416,0,0.10790345072746277,0.5199154615402222,-0.072328739,0,0.12286832928657532,0.42290598154067993,-0.085718453,0,0.14269933104515076,0.3326404094696045,-0.093907557,0
acik,0.18986743688583374,1.0149720907211304,8.769862347435264e-07,0,0.2959457039833069,0.9248253703117371,-0.03415392,0,0.36354631185531616,0.7719056010246277,-0.043492742,0,0.4122464954853058,0.6438522934913635,-0.054200131,0,0.45691153407096863,0.5485252141952515,-0.064640142,0,0.27219924330711365,0.6071017384529114,0.003837551,0,0.30920886993408203,0.4595983624458313,-0.028270464,0,0.34066689014434814,0.3725794553756714,-0.059062283,0,0.36948609352111816,0.3009236752986908,-0.080521062,0,0.21396614611148834,0.5896336436271667,-0.004439618,0,0.23845337331295013,0.4136257767677307,-0.03336503,0,0.2643160820007324,0.3025912046432495,-0.061804499,0,0.28971052169799805,0.21107593178749084,-0.081826486,0,0.1564079225063324,0.606613815,-0.021962155,0,0.17106474936008453,0.4359777569770813,-0.054978132,0,0.19517706334590912,0.32628560066223145,-0.077283889,0,0.22117753326892853,0.23480257391929626,-0.09121453,0,0.095494971,0.6512591242790222,-0.043863531,0,0.10356207191944122,0.5180411338806152,-0.074821845,0,0.11864982545375824,0.42135369777679443,-0.089021422,0,0.1391940861940384,0.33138972520828247,-0.097836144,0
acik,0.18681727349758148,1.0139092206954956,8.576444088248536e-07,0,0.29100164771080017,0.9215378761291504,-0.032102484,0,0.3552919030189514,0.768619716,-0.041603163,0,0.40539097785949707,0.6427431106567383,-0.052931175,0,0.4534077048301697,0.55031234,-0.064095333,0,0.26054999232292175,0.6075390577316284,0.002611906,0,0.2960481643676758,0.4597967863082886,-0.029757209,0,0.32984352111816406,0.37750038504600525,-0.060533237,0,0.36060187220573425,0.3096356689929962,-0.081837274,0,0.20452599227428436,0.5909308791160583,-0.0066054,0,0.22806984186172485,0.4154721796512604,-0.035178792,0,0.25583404302597046,0.3044346570968628,-0.063046068,0,0.2824133038520813,0.21085667610168457,-0.083026595,0,0.14927473664283752,0.6086543798446655,-0.02474124,0,0.16419100761413574,0.43825703859329224,-0.056683853,0,0.18923144042491913,0.3280976116657257,-0.078470536,0,0.21559548377990723,0.23513227701187134,-0.092392154,0,0.090891302,0.6532943844795227,-0.047122791,0,0.097339585,0.5191996097564697,-0.077025563,0,0.11281628906726837,0.4223373532295227,-0.090779975,0,0.1341470181941986,0.33224251866340637,-0.099481434,0
acik,0.19089317321777344,1.0143852233886719,8.794739301265508e-07,0,0.2939395606517792,0.9210100173950195,-0.033893764,0,0.3603675961494446,0.7669504880905151,-0.043277007,0,0.4090794324874878,0.6405743360519409,-0.054197907,0,0.4531543254852295,0.5476914048194885,-0.064573929,0,0.26395177841186523,0.6079778671264648,0.003851028,0,0.3008353114128113,0.4612530469894409,-0.028417602,0,0.3347534239292145,0.3804771304130554,-0.059707481,0,0.3663881719112396,0.31340569257736206,-0.081220344,0,0.20716845989227295,0.590575099,-0.004263093,0,0.23014181852340698,0.41469770669937134,-0.032473732,0,0.2571910321712494,0.3051578104496002,-0.060472514,0,0.28389236330986023,0.2133258581161499,-0.080135815,0,0.15128397941589355,0.606998086,-0.021590533,0,0.16574320197105408,0.43759864568710327,-0.053604156,0,0.1911102533340454,0.3267514407634735,-0.075671256,0,0.2181096076965332,0.23364806175231934,-0.089336477,0,0.091820523,0.6503142714500427,-0.043342896,0,0.098521262,0.5162233114242554,-0.072523266,0,0.11300992965698242,0.41938477754592896,-0.085335828,0,0.13310745358467102,0.3292748034000397,-0.093188144,0
