sinif,x1,y1,z1,x2,y2,z2,x3,y3,z3
kapali,0.22700384259223938,0.8748501539230347,-0.9945298433303833,0.4576350152492523,0.6436439156532288,-1.7310737371444702,0.5218581557273865,0.8724836707115173,-0.2923838794231415
kapali,0.24124105274677277,0.8638297915458679,-1.013610601425171,0.4609629213809967,0.654201865196228,-1.6830650568008423,0.5299676060676575,0.862738847732544,-0.32170599699020386
kapali,0.25590938329696655,0.8468701243400574,-0.9836101531982422,0.4757702946662903,0.6598793268203735,-1.5944026708602905,0.5343202948570251,0.8580991625785828,-0.3198208212852478
kapali,0.268288791179657,0.826940655708313,-0.9872967004776001,0.4887259900569916,0.6683908104896545,-1.6102584600448608,0.5352953672409058,0.8572366833686829,-0.31684714555740356
kapali,0.28001734614372253,0.806062638759613,-0.984636664390564,0.5068309307098389,0.674198567867279,-1.5699076652526855,0.5376189351081848,0.8519793748855591,-0.31531354784965515
kapali,0.28757068514823914,0.7954056859016418,-0.9617201089859009,0.5100226998329163,0.6766172051429749,-1.511430263519287,0.5382667779922485,0.8439655303955078,-0.31060901284217834
kapali,0.2965880334377289,0.7808763980865479,-0.962007999420166,0.5244912505149841,0.6797742247581482,-1.541894555091858,0.5385545492172241,0.8411373496055603,-0.31420907378196716
kapali,0.30034276843070984,0.7762511372566223,-0.9275757670402527,0.5280770063400269,0.6833107471466064,-1.4350192546844482,0.5396227836608887,0.8396165370941162,-0.30836349725723267
kapali,0.3086213767528534,0.7683115601539612,-0.868384838104248,0.5297112464904785,0.684735119342804,-1.3686559200286865,0.5431045293807983,0.8377081751823425,-0.27862733602523804
kapali,0.3139299750328064,0.7633067965507507,-0.8668257594108582,0.5347987413406372,0.6865931153297424,-1.374637484550476,0.5493779182434082,0.8347080945968628,-0.27752411365509033
kapali,0.3196752369403839,0.7648060321807861,-0.7720493078231812,0.5410724878311157,0.6880888342857361,-1.1793580055236816,0.5548282265663147,0.8351499438285828,-0.26130741834640503
kapali,0.32569289207458496,0.7668741345405579,-0.7560322880744934,0.5454561114311218,0.6905257701873779,-1.2196654081344604,0.5612548589706421,0.8353039622306824,-0.23005051910877228
kapali,0.32905516028404236,0.769633412361145,-0.7628227472305298,0.5496297478675842,0.6984500885009766,-1.2404060363769531,0.5707632303237915,0.8396777510643005,-0.2133261263370514
kapali,0.3325761556625366,0.7710658311843872,-0.7879824042320251,0.5532811284065247,0.703697919845581,-1.2941956520080566,0.5802170038223267,0.8453131318092346,-0.21579913794994354
kapali,0.3354049623012543,0.772571861743927,-0.8040229678153992,0.5590976476669312,0.7060664892196655,-1.321947455406189,0.5847740173339844,0.8511241674423218,-0.2253609001636505
kapali,0.33746445178985596,0.7725843191146851,-0.8073962330818176,0.561742901802063,0.708711564540863,-1.330336093902588,0.5849510431289673,0.851732611656189,-0.22433118522167206
kapali,0.3399084806442261,0.7732164859771729,-0.7965527176856995,0.5625221729278564,0.7098380923271179,-1.3345011472702026,0.5868600606918335,0.8555777072906494,-0.22494713962078094
kapali,0.34083127975463867,0.7738081216812134,-0.8045278787612915,0.5632749795913696,0.7099820971488953,-1.3381788730621338,0.5888222455978394,0.8579674363136292,-0.22613027691841125
kapali,0.3421113193035126,0.7754859924316406,-0.8089683651924133,0.562054455280304,0.7095426917076111,-1.3666436672210693,0.5900098085403442,0.8622274994850159,-0.2201775312423706
kapali,0.3412907123565674,0.7791950702667236,-0.8054569363594055,0.5609532594680786,0.7104200720787048,-1.3741772174835205,0.594139814376831,0.8675304055213928,-0.2126707136631012
kapali,0.34032756090164185,0.787444531917572,-0.8106893301010132,0.5604459047317505,0.7125402688980103,-1.392759084701538,0.5938653945922852,0.8690856695175171,-0.21436946094036102
